"industry_name","payroll_year","avg_salary","previous_year_salary","difference","trend"
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2004,24364.750000000000,22834.250000000000,1530.500000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2005,26251.000000000000,24364.750000000000,1886.250000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2006,28477.000000000000,26251.000000000000,2226.000000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2007,30679.250000000000,28477.000000000000,2202.250000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2008,34779.750000000000,30679.250000000000,4100.500000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2009,38206.750000000000,34779.750000000000,3427.000000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2010,38840.000000000000,38206.750000000000,633.250000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2011,39844.750000000000,38840.000000000000,1004.750000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2012,42107.250000000000,39844.750000000000,2262.500000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2013,40299.750000000000,42107.250000000000,-1807.500000000000,decrease
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2014,40951.250000000000,40299.750000000000,651.500000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2015,40514.500000000000,40951.250000000000,-436.750000000000,decrease
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2016,40955.500000000000,40514.500000000000,441.000000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2017,43218.750000000000,40955.500000000000,2263.250000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2018,45982.500000000000,43218.750000000000,2763.750000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2019,48930.750000000000,45982.500000000000,2948.250000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2020,51760.000000000000,48930.750000000000,2829.250000000000,growth
"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",2021,55272.000000000000,51760.000000000000,3512.000000000000,growth
Vzdělávání,2000,11242.7500000000000000,,,no change
Vzdělávání,2001,12392.2500000000000000,11242.7500000000000000,1149.5000000000000000,growth
Vzdělávání,2002,13585.5000000000000000,12392.2500000000000000,1193.2500000000000000,growth
Vzdělávání,2003,15241.0000000000000000,13585.5000000000000000,1655.5000000000000000,growth
Vzdělávání,2004,16342.5000000000000000,15241.0000000000000000,1101.5000000000000000,growth
Vzdělávání,2005,17082.0000000000000000,16342.5000000000000000,739.5000000000000000,growth
Vzdělávání,2006,18197.2500000000000000,17082.0000000000000000,1115.2500000000000000,growth
Vzdělávání,2007,19321.0000000000000000,18197.2500000000000000,1123.7500000000000000,growth
Vzdělávání,2008,20097.500000000000,19321.0000000000000000,776.5000000000000000,growth
Vzdělávání,2009,21360.750000000000,20097.500000000000,1263.250000000000,growth
Vzdělávání,2010,20928.000000000000,21360.750000000000,-432.750000000000,decrease
Vzdělávání,2011,21502.250000000000,20928.000000000000,574.250000000000,growth
Vzdělávání,2012,21912.500000000000,21502.250000000000,410.250000000000,growth
Vzdělávání,2013,22279.750000000000,21912.500000000000,367.250000000000,growth
Vzdělávání,2014,22692.500000000000,22279.750000000000,412.750000000000,growth
Vzdělávání,2015,23102.750000000000,22692.500000000000,410.250000000000,growth
Vzdělávání,2016,23938.500000000000,23102.750000000000,835.750000000000,growth
Vzdělávání,2017,25358.500000000000,23938.500000000000,1420.000000000000,growth
Vzdělávání,2018,28047.500000000000,25358.500000000000,2689.000000000000,growth
Vzdělávání,2019,31388.000000000000,28047.500000000000,3340.500000000000,growth
Vzdělávání,2020,33655.750000000000,31388.000000000000,2267.750000000000,growth
Vzdělávání,2021,32841.500000000000,33655.750000000000,-814.250000000000,decrease
Zásobování vodou; činnosti související s odpady a sanacemi,2000,12849.7500000000000000,,,no change
Zásobování vodou; činnosti související s odpady a sanacemi,2001,13674.2500000000000000,12849.7500000000000000,824.5000000000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2002,14700.2500000000000000,13674.2500000000000000,1026.0000000000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2003,15370.0000000000000000,14700.2500000000000000,669.7500000000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2004,16330.5000000000000000,15370.0000000000000000,960.5000000000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2005,17230.5000000000000000,16330.5000000000000000,900.0000000000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2006,18240.7500000000000000,17230.5000000000000000,1010.2500000000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2007,19292.0000000000000000,18240.7500000000000000,1051.2500000000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2008,20985.250000000000,19292.0000000000000000,1693.2500000000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2009,21637.500000000000,20985.250000000000,652.250000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2010,22594.000000000000,21637.500000000000,956.500000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2011,22752.500000000000,22594.000000000000,158.500000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2012,23261.750000000000,22752.500000000000,509.250000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2013,23184.250000000000,23261.750000000000,-77.500000000000,decrease
Zásobování vodou; činnosti související s odpady a sanacemi,2014,23845.750000000000,23184.250000000000,661.500000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2015,24367.000000000000,23845.750000000000,521.250000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2016,25007.750000000000,24367.000000000000,640.750000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2017,26575.750000000000,25007.750000000000,1568.000000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2018,28272.000000000000,26575.750000000000,1696.250000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2019,30227.250000000000,28272.000000000000,1955.250000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2020,30867.750000000000,30227.250000000000,640.500000000000,growth
Zásobování vodou; činnosti související s odpady a sanacemi,2021,31120.500000000000,30867.750000000000,252.750000000000,growth
Zdravotní a sociální péče,2000,11297.0000000000000000,,,no change
Zdravotní a sociální péče,2001,12724.2500000000000000,11297.0000000000000000,1427.2500000000000000,growth
Zdravotní a sociální péče,2002,14392.0000000000000000,12724.2500000000000000,1667.7500000000000000,growth
Zdravotní a sociální péče,2003,15476.0000000000000000,14392.0000000000000000,1084.0000000000000000,growth
Zdravotní a sociální péče,2004,16013.0000000000000000,15476.0000000000000000,537.0000000000000000,growth
Zdravotní a sociální péče,2005,16650.2500000000000000,16013.0000000000000000,637.2500000000000000,growth
Zdravotní a sociální péče,2006,17973.5000000000000000,16650.2500000000000000,1323.2500000000000000,growth
Zdravotní a sociální péče,2007,19053.5000000000000000,17973.5000000000000000,1080.0000000000000000,growth
Zdravotní a sociální péče,2008,20036.750000000000,19053.5000000000000000,983.2500000000000000,growth
Zdravotní a sociální péče,2009,21627.000000000000,20036.750000000000,1590.250000000000,growth
Zdravotní a sociální péče,2010,22286.250000000000,21627.000000000000,659.250000000000,growth
Zdravotní a sociální péče,2011,23176.250000000000,22286.250000000000,890.000000000000,growth
Zdravotní a sociální péče,2012,23621.500000000000,23176.250000000000,445.250000000000,growth
Zdravotní a sociální péče,2013,23652.000000000000,23621.500000000000,30.500000000000,growth
Zdravotní a sociální péče,2014,24255.750000000000,23652.000000000000,603.750000000000,growth
Zdravotní a sociální péče,2015,25352.000000000000,24255.750000000000,1096.250000000000,growth
Zdravotní a sociální péče,2016,26577.500000000000,25352.000000000000,1225.500000000000,growth
Zdravotní a sociální péče,2017,28920.000000000000,26577.500000000000,2342.500000000000,growth
Zdravotní a sociální péče,2018,31629.500000000000,28920.000000000000,2709.500000000000,growth
Zdravotní a sociální péče,2019,34250.000000000000,31629.500000000000,2620.500000000000,growth
Zdravotní a sociální péče,2020,38049.000000000000,34250.000000000000,3799.000000000000,growth
Zdravotní a sociální péče,2021,43535.000000000000,38049.000000000000,5486.000000000000,growth
"Zemědělství, lesnictví, rybářství",2000,10167.0000000000000000,,,no change
"Zemědělství, lesnictví, rybářství",2001,11120.5000000000000000,10167.0000000000000000,953.5000000000000000,growth
"Zemědělství, lesnictví, rybářství",2002,11427.2500000000000000,11120.5000000000000000,306.7500000000000000,growth
"Zemědělství, lesnictví, rybářství",2003,11779.7500000000000000,11427.2500000000000000,352.5000000000000000,growth
"Zemědělství, lesnictví, rybářství",2004,12846.0000000000000000,11779.7500000000000000,1066.2500000000000000,growth
"Zemědělství, lesnictví, rybářství",2005,13541.0000000000000000,12846.0000000000000000,695.0000000000000000,growth
"Zemědělství, lesnictví, rybářství",2006,14421.0000000000000000,13541.0000000000000000,880.0000000000000000,growth
"Zemědělství, lesnictví, rybářství",2007,15761.2500000000000000,14421.0000000000000000,1340.2500000000000000,growth
"Zemědělství, lesnictví, rybářství",2008,17292.5000000000000000,15761.2500000000000000,1531.2500000000000000,growth
"Zemědělství, lesnictví, rybářství",2009,17193.0000000000000000,17292.5000000000000000,-99.5000000000000000,decrease
"Zemědělství, lesnictví, rybářství",2010,18019.5000000000000000,17193.0000000000000000,826.5000000000000000,growth
"Zemědělství, lesnictví, rybářství",2011,18674.0000000000000000,18019.5000000000000000,654.5000000000000000,growth
"Zemědělství, lesnictví, rybářství",2012,19537.0000000000000000,18674.0000000000000000,863.0000000000000000,growth
"Zemědělství, lesnictví, rybářství",2013,20207.000000000000,19537.0000000000000000,670.0000000000000000,growth
"Zemědělství, lesnictví, rybářství",2014,20952.000000000000,20207.000000000000,745.000000000000,growth
"Zemědělství, lesnictví, rybářství",2015,21232.250000000000,20952.000000000000,280.250000000000,growth
"Zemědělství, lesnictví, rybářství",2016,22240.000000000000,21232.250000000000,1007.750000000000,growth
"Zemědělství, lesnictví, rybářství",2017,23531.250000000000,22240.000000000000,1291.250000000000,growth
"Zemědělství, lesnictví, rybářství",2018,25115.250000000000,23531.250000000000,1584.000000000000,growth
"Zemědělství, lesnictví, rybářství",2019,27203.750000000000,25115.250000000000,2088.500000000000,growth
"Zemědělství, lesnictví, rybářství",2020,28215.000000000000,27203.750000000000,1011.250000000000,growth
"Zemědělství, lesnictví, rybářství",2021,27130.000000000000,28215.000000000000,-1085.000000000000,decrease
Zpracovatelský průmysl,2000,12675.2500000000000000,,,no change
Zpracovatelský průmysl,2001,13574.5000000000000000,12675.2500000000000000,899.2500000000000000,growth
Zpracovatelský průmysl,2002,14448.5000000000000000,13574.5000000000000000,874.0000000000000000,growth
Zpracovatelský průmysl,2003,15210.5000000000000000,14448.5000000000000000,762.0000000000000000,growth
Zpracovatelský průmysl,2004,16375.7500000000000000,15210.5000000000000000,1165.2500000000000000,growth
Zpracovatelský průmysl,2005,17151.2500000000000000,16375.7500000000000000,775.5000000000000000,growth
Zpracovatelský průmysl,2006,18276.7500000000000000,17151.2500000000000000,1125.5000000000000000,growth
Zpracovatelský průmysl,2007,19633.2500000000000000,18276.7500000000000000,1356.5000000000000000,growth
Zpracovatelský průmysl,2008,21128.500000000000,19633.2500000000000000,1495.2500000000000000,growth
Zpracovatelský průmysl,2009,21825.250000000000,21128.500000000000,696.750000000000,growth
Zpracovatelský průmysl,2010,22680.500000000000,21825.250000000000,855.250000000000,growth
Zpracovatelský průmysl,2011,23500.500000000000,22680.500000000000,820.000000000000,growth
Zpracovatelský průmysl,2012,24221.750000000000,23500.500000000000,721.250000000000,growth
Zpracovatelský průmysl,2013,24562.250000000000,24221.750000000000,340.500000000000,growth
Zpracovatelský průmysl,2014,25308.250000000000,24562.250000000000,746.000000000000,growth
Zpracovatelský průmysl,2015,26131.750000000000,25308.250000000000,823.500000000000,growth
Zpracovatelský průmysl,2016,27237.500000000000,26131.750000000000,1105.750000000000,growth
Zpracovatelský průmysl,2017,29321.000000000000,27237.500000000000,2083.500000000000,growth
Zpracovatelský průmysl,2018,31646.250000000000,29321.000000000000,2325.250000000000,growth
Zpracovatelský průmysl,2019,33559.750000000000,31646.250000000000,1913.500000000000,growth
Zpracovatelský průmysl,2020,33521.000000000000,33559.750000000000,-38.750000000000,decrease
Zpracovatelský průmysl,2021,34684.500000000000,33521.000000000000,1163.500000000000,growth
